timestamp,user_id,session_id,event_name,platform,channel,campaign,country,plan,trial_days,revenue,cancel_reason
2025-12-15T08:38:00+09:00,p200126,tDZ2IJ6TE,app_open,ios,content,podcast,KR,free,,,
2025-12-15T08:42:00+09:00,p200126,tDZ2IJ6TE,signup,ios,content,podcast,KR,free,,,
2025-12-15T08:48:00+09:00,p200126,tDZ2IJ6TE,onboarding_complete,ios,content,podcast,KR,free,,,
2025-12-15T09:42:00+09:00,p200139,t0T62UCAH,app_open,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-15T09:47:00+09:00,p200139,t0T62UCAH,signup,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-15T10:25:00+09:00,p200255,tMYS9AH7C,app_open,android,organic,(none),KR,free,,,
2025-12-15T10:26:00+09:00,p200255,tMYS9AH7C,signup,android,organic,(none),KR,free,,,
2025-12-15T10:34:00+09:00,p200039,tT5SNP8RK,app_open,android,organic,(none),KR,free,,,
2025-12-15T10:38:00+09:00,p200255,tMYS9AH7C,onboarding_complete,android,organic,(none),KR,free,,,
2025-12-15T10:39:00+09:00,p200039,tT5SNP8RK,signup,android,organic,(none),KR,free,,,
2025-12-15T10:48:00+09:00,p200039,tT5SNP8RK,onboarding_complete,android,organic,(none),KR,free,,,
2025-12-15T10:51:00+09:00,p200039,tT5SNP8RK,start_trial,android,organic,(none),KR,trial,14,,
2025-12-15T13:29:00+09:00,p200217,tWI7J4LRF,app_open,ios,referral,friend_pass,KR,free,,,
2025-12-15T13:49:00+09:00,p200042,t6AVK0TP9,app_open,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-15T13:53:00+09:00,p200243,tYH8N8WW6,app_open,android,paid_social,youtube_shorts,KR,free,,,
2025-12-15T13:55:00+09:00,p200042,t6AVK0TP9,signup,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-15T14:03:00+09:00,p200042,t6AVK0TP9,onboarding_complete,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-15T14:10:00+09:00,p200042,t6AVK0TP9,start_trial,ios,paid_social,youtube_shorts,KR,trial,14,,
2025-12-15T15:05:00+09:00,p200250,tV7FI47O7,app_open,ios,organic,(none),KR,free,,,
2025-12-15T15:07:00+09:00,p200250,tV7FI47O7,signup,ios,organic,(none),KR,free,,,
2025-12-15T15:16:00+09:00,p200250,tV7FI47O7,onboarding_complete,ios,organic,(none),KR,free,,,
2025-12-15T17:56:00+09:00,p200150,t41QIRHKZ,app_open,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-15T17:58:00+09:00,p200150,t41QIRHKZ,signup,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-15T18:05:00+09:00,p200150,t41QIRHKZ,onboarding_complete,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-15T18:07:00+09:00,p200150,t41QIRHKZ,start_trial,ios,paid_social,youtube_shorts,KR,trial,14,,
2025-12-15T20:26:00+09:00,p200040,tT52MX3Z8,app_open,ios,partnership,carrier_bundle,KR,free,,,
2025-12-15T20:31:00+09:00,p200040,tT52MX3Z8,signup,ios,partnership,carrier_bundle,KR,free,,,
2025-12-15T20:35:00+09:00,p200040,tT52MX3Z8,onboarding_complete,ios,partnership,carrier_bundle,KR,free,,,
2025-12-15T22:02:00+09:00,p200053,tXOMKOS9I,app_open,ios,organic,(none),KR,free,,,
2025-12-16T09:01:00+09:00,p200047,tZOGKJNU8,app_open,android,paid_social,tiktok_habit,KR,free,,,
2025-12-16T09:03:00+09:00,p200047,tZOGKJNU8,signup,android,paid_social,tiktok_habit,KR,free,,,
2025-12-16T09:33:00+09:00,p200063,tTMEW6WQL,app_open,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-16T09:35:00+09:00,p200063,tTMEW6WQL,signup,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-16T09:48:00+09:00,p200063,tTMEW6WQL,onboarding_complete,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-16T09:51:00+09:00,p200063,tTMEW6WQL,start_trial,ios,paid_social,youtube_shorts,KR,trial,7,,
2025-12-16T11:28:00+09:00,p200055,tIWIU150L,app_open,ios,organic,(none),KR,free,,,
2025-12-16T11:32:00+09:00,p200055,tIWIU150L,signup,ios,organic,(none),KR,free,,,
2025-12-16T11:36:00+09:00,p200055,tIWIU150L,onboarding_complete,ios,organic,(none),KR,free,,,
2025-12-16T12:45:00+09:00,p200201,t6DYE2HTB,app_open,ios,partnership,carrier_bundle,KR,free,,,
2025-12-16T12:46:00+09:00,p200201,t6DYE2HTB,signup,ios,partnership,carrier_bundle,KR,free,,,
2025-12-16T13:03:00+09:00,p200113,tINPI41HA,app_open,android,referral,family_pack,KR,free,,,
2025-12-16T13:05:00+09:00,p200113,tINPI41HA,signup,android,referral,family_pack,KR,free,,,
2025-12-16T13:07:00+09:00,p200029,tO39BJRKZ,app_open,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-16T13:11:00+09:00,p200029,tO39BJRKZ,signup,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-16T13:11:00+09:00,p200096,tCJBTIMR2,app_open,ios,content,podcast,KR,free,,,
2025-12-16T13:14:00+09:00,p200096,tCJBTIMR2,signup,ios,content,podcast,KR,free,,,
2025-12-16T13:16:00+09:00,p200113,tINPI41HA,onboarding_complete,android,referral,family_pack,KR,free,,,
2025-12-16T13:23:00+09:00,p200096,tCJBTIMR2,onboarding_complete,ios,content,podcast,KR,free,,,
2025-12-16T13:28:00+09:00,p200096,tCJBTIMR2,start_trial,ios,content,podcast,KR,trial,14,,
2025-12-16T14:53:00+09:00,p200002,t9469D8NJ,app_open,android,paid_social,tiktok_habit,KR,free,,,
2025-12-16T14:57:00+09:00,p200002,t9469D8NJ,signup,android,paid_social,tiktok_habit,KR,free,,,
2025-12-16T15:04:00+09:00,p200002,t9469D8NJ,onboarding_complete,android,paid_social,tiktok_habit,KR,free,,,
2025-12-16T18:53:00+09:00,p200068,tG0EHW94I,app_open,ios,partnership,carrier_bundle,KR,free,,,
2025-12-16T18:54:00+09:00,p200068,tG0EHW94I,signup,ios,partnership,carrier_bundle,KR,free,,,
2025-12-16T19:06:00+09:00,p200068,tG0EHW94I,onboarding_complete,ios,partnership,carrier_bundle,KR,free,,,
2025-12-16T19:16:00+09:00,p200068,tG0EHW94I,start_trial,ios,partnership,carrier_bundle,KR,trial,14,,
2025-12-16T19:53:00+09:00,p200248,tIFYJLNYG,app_open,android,paid_social,youtube_shorts,KR,free,,,
2025-12-16T19:58:00+09:00,p200248,tIFYJLNYG,signup,android,paid_social,youtube_shorts,KR,free,,,
2025-12-16T20:07:00+09:00,p200248,tIFYJLNYG,onboarding_complete,android,paid_social,youtube_shorts,KR,free,,,
2025-12-16T20:10:00+09:00,p200248,tIFYJLNYG,start_trial,android,paid_social,youtube_shorts,KR,trial,14,,
2025-12-17T00:49:00+09:00,p200217,tND2SAV5I,app_open,ios,referral,friend_pass,KR,,,,
2025-12-17T00:54:00+09:00,p200217,tXZ46N25G,join_challenge,ios,referral,friend_pass,KR,,,,
2025-12-17T07:25:00+09:00,p200139,t1WIOFWA9,app_open,ios,paid_social,tiktok_habit,KR,,,,
2025-12-17T07:28:00+09:00,p200139,tDVWVPL4W,set_reminder,ios,paid_social,tiktok_habit,KR,,,,
2025-12-17T07:28:00+09:00,p200139,tUVX8N1KV,view_stats,ios,paid_social,tiktok_habit,KR,,,,
2025-12-17T08:29:00+09:00,p200035,t67Q0Y9KR,app_open,android,referral,family_pack,KR,free,,,
2025-12-17T08:33:00+09:00,p200035,t67Q0Y9KR,signup,android,referral,family_pack,KR,free,,,
2025-12-17T10:15:00+09:00,p200070,t6Y9C6NB0,app_open,android,organic,(none),KR,free,,,
2025-12-17T10:16:00+09:00,p200070,t6Y9C6NB0,signup,android,organic,(none),KR,free,,,
2025-12-17T10:28:00+09:00,p200040,tYRC8PAIH,app_open,ios,partnership,carrier_bundle,KR,,,,
2025-12-17T10:30:00+09:00,p200070,t6Y9C6NB0,onboarding_complete,android,organic,(none),KR,free,,,
2025-12-17T10:36:00+09:00,p200040,tGGPZ3QZS,log_habit,ios,partnership,carrier_bundle,KR,,,,
2025-12-17T11:53:00+09:00,p200129,t3GOK7ETY,app_open,android,organic,(none),KR,free,,,
2025-12-17T11:55:00+09:00,p200129,t3GOK7ETY,signup,android,organic,(none),KR,free,,,
2025-12-17T13:08:00+09:00,p200161,tVVZ8HN8L,app_open,ios,partnership,carrier_bundle,KR,free,,,
2025-12-17T13:12:00+09:00,p200161,tVVZ8HN8L,signup,ios,partnership,carrier_bundle,KR,free,,,
2025-12-17T13:19:00+09:00,p200161,tVVZ8HN8L,onboarding_complete,ios,partnership,carrier_bundle,KR,free,,,
2025-12-17T13:57:00+09:00,p200026,tQVFGWURS,app_open,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-17T14:01:00+09:00,p200026,tQVFGWURS,signup,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-17T14:12:00+09:00,p200026,tQVFGWURS,onboarding_complete,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-17T14:17:00+09:00,p200026,tQVFGWURS,start_trial,ios,paid_social,tiktok_habit,KR,trial,7,,
2025-12-17T14:28:00+09:00,p200250,tZMWLUT5J,app_open,ios,organic,(none),KR,,,,
2025-12-17T14:29:00+09:00,p200250,tH6TOESWS,join_challenge,ios,organic,(none),KR,,,,
2025-12-17T14:34:00+09:00,p200250,tOCLO853P,set_reminder,ios,organic,(none),KR,,,,
2025-12-17T15:10:00+09:00,p200034,tFYJD1H6R,app_open,android,paid_social,tiktok_habit,KR,free,,,
2025-12-17T15:16:00+09:00,p200034,tFYJD1H6R,signup,android,paid_social,tiktok_habit,KR,free,,,
2025-12-17T15:21:00+09:00,p200034,tFYJD1H6R,onboarding_complete,android,paid_social,tiktok_habit,KR,free,,,
2025-12-17T16:39:00+09:00,p200075,tXRNZ6R2B,app_open,android,organic,(none),KR,free,,,
2025-12-17T16:58:00+09:00,p200007,tQWF0FIWF,app_open,ios,organic,(none),KR,free,,,
2025-12-17T17:04:00+09:00,p200007,tQWF0FIWF,signup,ios,organic,(none),KR,free,,,
2025-12-17T17:08:00+09:00,p200007,tQWF0FIWF,onboarding_complete,ios,organic,(none),KR,free,,,
2025-12-17T17:14:00+09:00,p200007,tQWF0FIWF,start_trial,ios,organic,(none),KR,trial,7,,
2025-12-17T18:53:00+09:00,p200064,tM6UDREEA,app_open,android,organic,(none),KR,free,,,
2025-12-17T18:54:00+09:00,p200064,tM6UDREEA,signup,android,organic,(none),KR,free,,,
2025-12-17T19:03:00+09:00,p200139,t154EP8ND,app_open,ios,paid_social,tiktok_habit,KR,,,,
2025-12-17T19:09:00+09:00,p200139,tXYC25JGN,join_challenge,ios,paid_social,tiktok_habit,KR,,,,
2025-12-17T19:11:00+09:00,p200139,tB0T9QU24,log_habit,ios,paid_social,tiktok_habit,KR,,,,
2025-12-17T20:26:00+09:00,p200173,tGDV01Q0X,app_open,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-17T20:32:00+09:00,p200173,tGDV01Q0X,signup,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-17T22:56:00+09:00,p200022,t0RUJC4ZB,app_open,android,referral,friend_pass,KR,free,,,
2025-12-17T22:59:00+09:00,p200002,tO32QOF21,app_open,android,paid_social,tiktok_habit,KR,,,,
2025-12-17T23:02:00+09:00,p200022,t0RUJC4ZB,signup,android,referral,friend_pass,KR,free,,,
2025-12-17T23:04:00+09:00,p200002,tMI0WOALZ,log_habit,android,paid_social,tiktok_habit,KR,,,,
2025-12-18T03:16:00+09:00,p200063,t4FHY3VDJ,app_open,ios,paid_social,youtube_shorts,KR,,,,
2025-12-18T03:22:00+09:00,p200063,tWPQ8VS7C,log_habit,ios,paid_social,youtube_shorts,KR,,,,
2025-12-18T03:24:00+09:00,p200063,tPXEU8Z8S,log_habit,ios,paid_social,youtube_shorts,KR,,,,
2025-12-18T04:19:00+09:00,p200248,tMDG8RYOM,app_open,android,paid_social,youtube_shorts,KR,,,,
2025-12-18T04:27:00+09:00,p200248,tXHUM6B3S,log_habit,android,paid_social,youtube_shorts,KR,,,,
2025-12-18T07:10:00+09:00,p200096,tURALHD6E,app_open,ios,content,podcast,KR,,,,
2025-12-18T07:18:00+09:00,p200096,tIX26EDDA,share_progress,ios,content,podcast,KR,,,,
2025-12-18T08:33:00+09:00,p200260,tDO60WZ14,app_open,android,referral,friend_pass,KR,free,,,
2025-12-18T08:34:00+09:00,p200260,tDO60WZ14,signup,android,referral,friend_pass,KR,free,,,
2025-12-18T08:46:00+09:00,p200260,tDO60WZ14,onboarding_complete,android,referral,friend_pass,KR,free,,,
2025-12-18T08:49:00+09:00,p200229,tZUBEXBGS,app_open,ios,content,newsletter,KR,free,,,
2025-12-18T08:51:00+09:00,p200229,tZUBEXBGS,signup,ios,content,newsletter,KR,free,,,
2025-12-18T09:04:00+09:00,p200039,tYANYK8U1,app_open,android,organic,(none),KR,,,,
2025-12-18T09:05:00+09:00,p200229,tZUBEXBGS,onboarding_complete,ios,content,newsletter,KR,free,,,
2025-12-18T09:10:00+09:00,p200039,tNMAP25CF,view_stats,android,organic,(none),KR,,,,
2025-12-18T11:11:00+09:00,p200213,tPTOQAVLC,app_open,android,organic,(none),KR,free,,,
2025-12-18T11:13:00+09:00,p200213,tPTOQAVLC,signup,android,organic,(none),KR,free,,,
2025-12-18T11:21:00+09:00,p200213,tPTOQAVLC,onboarding_complete,android,organic,(none),KR,free,,,
2025-12-18T13:09:00+09:00,p200246,t5P60OUA2,app_open,ios,partnership,gym_promo,KR,free,,,
2025-12-18T13:13:00+09:00,p200246,t5P60OUA2,signup,ios,partnership,gym_promo,KR,free,,,
2025-12-18T13:23:00+09:00,p200246,t5P60OUA2,onboarding_complete,ios,partnership,gym_promo,KR,free,,,
2025-12-18T13:29:00+09:00,p200246,t5P60OUA2,start_trial,ios,partnership,gym_promo,KR,trial,14,,
2025-12-18T15:46:00+09:00,p200030,tR4EMDWS8,app_open,ios,partnership,carrier_bundle,KR,free,,,
2025-12-18T15:51:00+09:00,p200030,tR4EMDWS8,signup,ios,partnership,carrier_bundle,KR,free,,,
2025-12-18T16:02:00+09:00,p200030,tR4EMDWS8,onboarding_complete,ios,partnership,carrier_bundle,KR,free,,,
2025-12-18T16:16:00+09:00,p200121,tCOKXRWHB,app_open,ios,organic,(none),KR,free,,,
2025-12-18T16:21:00+09:00,p200121,tCOKXRWHB,signup,ios,organic,(none),KR,free,,,
2025-12-18T16:31:00+09:00,p200121,tCOKXRWHB,onboarding_complete,ios,organic,(none),KR,free,,,
2025-12-18T16:34:00+09:00,p200121,tCOKXRWHB,start_trial,ios,organic,(none),KR,trial,14,,
2025-12-18T17:14:00+09:00,p200126,tJ6H16VWE,app_open,ios,content,podcast,KR,,,,
2025-12-18T17:18:00+09:00,p200126,tJSVX9E7H,set_reminder,ios,content,podcast,KR,,,,
2025-12-18T18:00:00+09:00,p200038,tV51RWKIF,app_open,ios,content,podcast,KR,free,,,
2025-12-18T18:03:00+09:00,p200038,tV51RWKIF,signup,ios,content,podcast,KR,free,,,
2025-12-18T18:13:00+09:00,p200038,tV51RWKIF,onboarding_complete,ios,content,podcast,KR,free,,,
2025-12-18T22:17:00+09:00,p200041,tGYVMGH54,app_open,android,organic,(none),KR,free,,,
2025-12-18T22:21:00+09:00,p200041,tGYVMGH54,signup,android,organic,(none),KR,free,,,
2025-12-19T00:25:00+09:00,p200201,tWBTMKZP7,app_open,ios,partnership,carrier_bundle,KR,,,,
2025-12-19T00:29:00+09:00,p200201,tMK7POQ50,join_challenge,ios,partnership,carrier_bundle,KR,,,,
2025-12-19T04:35:00+09:00,p200063,tICDV1QE8,app_open,ios,paid_social,youtube_shorts,KR,,,,
2025-12-19T04:39:00+09:00,p200063,tT1B8X11P,log_habit,ios,paid_social,youtube_shorts,KR,,,,
2025-12-19T05:47:00+09:00,p200064,t8E4Q0RJO,app_open,android,organic,(none),KR,,,,
2025-12-19T05:52:00+09:00,p200064,tF23QX6GW,log_habit,android,organic,(none),KR,,,,
2025-12-19T07:45:00+09:00,p200161,t8ZAM2JWO,app_open,ios,partnership,carrier_bundle,KR,,,,
2025-12-19T07:52:00+09:00,p200161,t0K0XZ0XG,log_habit,ios,partnership,carrier_bundle,KR,,,,
2025-12-19T08:04:00+09:00,p200274,t0RW3HF8B,app_open,ios,content,podcast,KR,free,,,
2025-12-19T08:05:00+09:00,p200274,t0RW3HF8B,signup,ios,content,podcast,KR,free,,,
2025-12-19T08:11:00+09:00,p200173,tZH95DRDR,app_open,ios,paid_social,youtube_shorts,KR,,,,
2025-12-19T08:12:00+09:00,p200274,t0RW3HF8B,onboarding_complete,ios,content,podcast,KR,free,,,
2025-12-19T08:16:00+09:00,p200173,tBPPFR0NU,set_reminder,ios,paid_social,youtube_shorts,KR,,,,
