timestamp,user_id,session_id,event_name,platform,channel,campaign,country,is_new_user,item_id,order_id,quantity,price,revenue
2025-12-10T10:59:00+09:00,u100041,s4DIGG62I,session_start,android,paid_social,tiktok_spark,KR,True,,,,,
2025-12-10T11:00:00+09:00,u100041,s4DIGG62I,search,android,paid_social,tiktok_spark,KR,False,coat,,,,
2025-12-10T11:01:00+09:00,u100041,s4DIGG62I,view_item,android,paid_social,tiktok_spark,KR,False,sku_cap,,,15000,
2025-12-10T11:02:00+09:00,u100041,s4DIGG62I,view_item,android,paid_social,tiktok_spark,KR,False,sku_boots,,,139000,
2025-12-10T11:03:00+09:00,u100041,s4DIGG62I,view_item,android,paid_social,tiktok_spark,KR,False,sku_sneakers,,,79000,
2025-12-10T11:06:00+09:00,u100041,s4DIGG62I,view_item,android,paid_social,tiktok_spark,KR,False,sku_backpack,,,89000,
2025-12-10T11:08:00+09:00,u100041,s4DIGG62I,view_item,android,paid_social,tiktok_spark,KR,False,sku_socks,,,7000,
2025-12-10T11:11:00+09:00,u100041,s4DIGG62I,view_item,android,paid_social,tiktok_spark,KR,False,sku_coat,,,129000,
2025-12-10T11:12:00+09:00,u100041,s4DIGG62I,view_item,android,paid_social,tiktok_spark,KR,False,sku_hoodie,,,49000,
2025-12-12T11:45:00+09:00,u100118,sAFBOLG3D,session_start,android,organic,(none),JP,True,,,,,
2025-12-12T11:46:00+09:00,u100118,sAFBOLG3D,view_category,android,organic,(none),JP,False,outerwear,,,,
2025-12-12T11:49:00+09:00,u100118,sAFBOLG3D,view_item,android,organic,(none),JP,False,sku_bag,,,39000,
2025-12-12T11:53:00+09:00,u100118,sAFBOLG3D,view_item,android,organic,(none),JP,False,sku_coat,,,129000,
2025-12-12T11:57:00+09:00,u100118,sAFBOLG3D,view_item,android,organic,(none),JP,False,sku_cap,,,15000,
2025-12-12T12:01:00+09:00,u100118,sAFBOLG3D,view_item,android,organic,(none),JP,False,sku_tee,,,19000,
2025-12-12T12:02:00+09:00,u100118,sAFBOLG3D,view_item,android,organic,(none),JP,False,sku_boots,,,139000,
2025-12-12T12:05:00+09:00,u100118,sAFBOLG3D,view_item,android,organic,(none),JP,False,sku_socks,,,7000,
2025-12-12T22:48:00+09:00,u100013,sZ0CVN336,session_start,ios,influencer,tiktok_dance,US,True,,,,,
2025-12-12T22:52:00+09:00,u100013,sZ0CVN336,view_category,ios,influencer,tiktok_dance,US,False,outerwear,,,,
2025-12-12T22:53:00+09:00,u100013,sZ0CVN336,search,ios,influencer,tiktok_dance,US,False,hoodie,,,,
2025-12-12T22:56:00+09:00,u100013,sZ0CVN336,view_item,ios,influencer,tiktok_dance,US,False,sku_boots,,,139000,
2025-12-12T22:58:00+09:00,u100013,sZ0CVN336,view_item,ios,influencer,tiktok_dance,US,False,sku_bag,,,39000,
2025-12-12T22:59:00+09:00,u100013,sZ0CVN336,view_item,ios,influencer,tiktok_dance,US,False,sku_tee,,,19000,
2025-12-12T23:25:00+09:00,u100095,sYS73SI6T,session_start,web,paid_search,search_competitor,KR,True,,,,,
2025-12-12T23:29:00+09:00,u100095,sYS73SI6T,search,web,paid_search,search_competitor,KR,False,sneakers,,,,
2025-12-12T23:32:00+09:00,u100095,sYS73SI6T,view_item,web,paid_search,search_competitor,KR,False,sku_hoodie,,,49000,
2025-12-12T23:35:00+09:00,u100095,sYS73SI6T,view_item,web,paid_search,search_competitor,KR,False,sku_socks,,,7000,
2025-12-12T23:39:00+09:00,u100095,sYS73SI6T,view_item,web,paid_search,search_competitor,KR,False,sku_coat,,,129000,
2025-12-12T23:40:00+09:00,u100095,sYS73SI6T,view_item,web,paid_search,search_competitor,KR,False,sku_backpack,,,89000,
2025-12-12T23:43:00+09:00,u100095,sYS73SI6T,view_item,web,paid_search,search_competitor,KR,False,sku_cap,,,15000,
2025-12-12T23:44:00+09:00,u100095,sYS73SI6T,view_item,web,paid_search,search_competitor,KR,False,sku_sneakers,,,79000,
2025-12-12T23:47:00+09:00,u100095,sYS73SI6T,view_item,web,paid_search,search_competitor,KR,False,sku_bag,,,39000,
